Price,Maintenance Cost,Doors,Persons,Luggage Boot,Security,Acceptablity
6700,med,4,2,small,med,unacc
9100,med,4,2,small,high,unacc
4400,med,4,2,med,low,unacc
6800,med,4,2,med,med,unacc
9100,med,4,2,med,high,unacc
4400,med,4,2,big,low,unacc
6800,med,4,2,big,med,unacc
9100,med,4,2,big,high,unacc
4500,med,4,4,small,low,unacc
6800,med,4,4,small,med,acc
9100,med,4,4,small,high,good
4500,med,4,4,med,low,unacc
6800,med,4,4,med,med,good
9100,med,4,4,med,high,vgood
4500,med,4,4,big,low,unacc
6800,med,4,4,big,med,good
9200,med,4,4,big,high,vgood
4500,med,4,more,small,low,unacc
6800,med,4,more,small,med,acc
9200,med,4,more,small,high,good
4500,med,4,more,med,low,unacc
6900,med,4,more,med,med,good
9200,med,4,more,med,high,vgood
4500,med,4,more,big,low,unacc
6900,med,4,more,big,med,good
9200,med,4,more,big,high,vgood
4600,med,5more,2,small,low,unacc
6900,med,5more,2,small,med,unacc
9200,med,5more,2,small,high,unacc
4600,med,5more,2,med,low,unacc
6900,med,5more,2,med,med,unacc
9200,med,5more,2,med,high,unacc
4600,med,5more,2,big,low,unacc
6900,med,5more,2,big,med,unacc
9300,med,5more,2,big,high,unacc
4600,med,5more,4,small,low,unacc
6900,med,5more,4,small,med,acc
9300,med,5more,4,small,high,good
4600,med,5more,4,med,low,unacc
7000,med,5more,4,med,med,good
9300,med,5more,4,med,high,vgood
4600,med,5more,4,big,low,unacc
7000,med,5more,4,big,med,good
9300,med,5more,4,big,high,vgood
4700,med,5more,more,small,low,unacc
7000,med,5more,more,small,med,acc
9300,med,5more,more,small,high,good
4700,med,5more,more,med,low,unacc
7000,med,5more,more,med,med,good
9300,med,5more,more,med,high,vgood
4700,med,5more,more,big,low,unacc
7000,med,5more,more,big,med,good
9400,med,5more,more,big,high,vgood
4700,low,2,2,small,low,unacc
7000,low,2,2,small,med,unacc
9400,low,2,2,small,high,unacc
4700,low,2,2,med,low,unacc
7000,low,2,2,med,med,unacc
9400,low,2,2,med,high,acc
4700,low,2,2,big,low,unacc
7100,low,2,2,big,med,unacc
9400,low,2,2,big,high,acc
4700,low,2,4,small,low,unacc
7100,low,2,4,small,med,acc
9400,low,2,4,small,high,good
4800,low,2,4,med,low,unacc
7100,low,2,4,med,med,acc
9400,low,2,4,med,high,good
4800,low,2,4,big,low,unacc
7100,low,2,4,big,med,good
9400,low,2,4,big,high,vgood
4800,low,2,more,small,low,unacc
7100,low,2,more,small,med,unacc
9500,low,2,more,small,high,unacc
4800,low,2,more,med,low,unacc
7100,low,2,more,med,med,acc
9500,low,2,more,med,high,good
4800,low,2,more,big,low,unacc
7200,low,2,more,big,med,good
9500,low,2,more,big,high,vgood
4800,low,3,2,small,low,unacc
7200,low,3,2,small,med,unacc
9500,low,3,2,small,high,unacc
4900,low,3,2,med,low,unacc
7200,low,3,2,med,med,unacc
9500,low,3,2,med,high,acc
4900,low,3,2,big,low,unacc
7200,low,3,2,big,med,unacc
9500,low,3,2,big,high,acc
4900,low,3,4,small,low,unacc
7200,low,3,4,small,med,acc
9600,low,3,4,small,high,good
4900,low,3,4,med,low,unacc
7200,low,3,4,med,med,acc
9600,low,3,4,med,high,good
4900,low,3,4,big,low,unacc
7300,low,3,4,big,med,good
9600,low,3,4,big,high,vgood
4900,low,3,more,small,low,unacc
7300,low,3,more,small,med,acc
9600,low,3,more,small,high,good
5000,low,3,more,med,low,unacc
7300,low,3,more,med,med,good
9600,low,3,more,med,high,vgood
5000,low,3,more,big,low,unacc
7300,low,3,more,big,med,good
9600,low,3,more,big,high,vgood
5000,low,4,2,small,low,unacc
7300,low,4,2,small,med,unacc
9700,low,4,2,small,high,unacc
5000,low,4,2,med,low,unacc
7300,low,4,2,med,med,unacc
9700,low,4,2,med,high,unacc
5000,low,4,2,big,low,unacc
7400,low,4,2,big,med,unacc
9700,low,4,2,big,high,unacc
5000,low,4,4,small,low,unacc
7400,low,4,4,small,med,acc
9700,low,4,4,small,high,good
5100,low,4,4,med,low,unacc
7400,low,4,4,med,med,good
9700,low,4,4,med,high,vgood
5100,low,4,4,big,low,unacc
7400,low,4,4,big,med,good
9700,low,4,4,big,high,vgood
5100,low,4,more,small,low,unacc
7400,low,4,more,small,med,acc
9800,low,4,more,small,high,good
5100,low,4,more,med,low,unacc
7400,low,4,more,med,med,good
9800,low,4,more,med,high,vgood
5100,low,4,more,big,low,unacc
7500,low,4,more,big,med,good
9800,low,4,more,big,high,vgood
5100,low,5more,2,small,low,unacc
7500,low,5more,2,small,med,unacc
9800,low,5more,2,small,high,unacc
5200,low,5more,2,med,low,unacc
7500,low,5more,2,med,med,unacc
9800,low,5more,2,med,high,unacc
5200,low,5more,2,big,low,unacc
7500,low,5more,2,big,med,unacc
9800,low,5more,2,big,high,unacc
5200,low,5more,4,small,low,unacc
7500,low,5more,4,small,med,acc
9900,low,5more,4,small,high,good
5200,low,5more,4,med,low,unacc
7500,low,5more,4,med,med,good
9900,low,5more,4,med,high,vgood
5200,low,5more,4,big,low,unacc
7600,low,5more,4,big,med,good
9900,low,5more,4,big,high,vgood
5200,low,5more,more,small,low,unacc
7600,low,5more,more,small,med,acc
9900,low,5more,more,small,high,good
5300,low,5more,more,med,low,unacc
7600,low,5more,more,med,med,good
9900,low,5more,more,med,high,vgood
5300,low,5more,more,big,low,unacc
7600,low,5more,more,big,med,good
9900,low,5more,more,big,high,vgood
